x y label
794.283323086 1332.59082917 1
1070.05069436 3208.1555303 1
778.015982963 960.297299978 1
556.188756479 845.266546679 1
1151.42093142 1748.33105578 1
743.320951287 1402.01677683 1
824.494820542 1245.9927464 1
828.587206127 1974.37441026 1
724.681203067 1181.10987716 1
760.106622729 1066.49795851 1
839.85110499 1619.40485057 1
832.447256543 1211.35776966 1
785.613856847 1230.07031443 1
773.77007043 1636.486867 1
1011.43415352 2504.15619476 1
778.829687188 1152.429302 1
848.204837257 1330.5232712 1
743.900299526 1153.03610747 1
694.457383102 1304.00445893 1
784.730593495 1205.96210161 1
729.469092854 1169.55960513 1
792.229276443 1356.77994997 1
651.316804371 2073.10049283 1
674.272078178 1080.57060769 1
746.407251968 1634.47715616 1
831.372269219 1292.54161091 1
753.820640942 1177.07971854 1
1086.77511192 1748.58759858 1
821.663278968 1887.4295643 1
654.903572301 1414.81067871 1
1077.24996766 1566.31206987 1
1479.15859353 3170.49441693 1
658.909643042 1571.60152966 1
840.368653191 1420.00097284 1
727.643892851 1607.85220385 1
673.369213581 1616.0165523 1
866.919327627 1221.40750834 1
803.616146677 1605.43933621 1
1041.783389 2709.17558191 1
742.480699174 1575.22811494 1
703.134245355 2592.75028777 1
732.417821688 1086.51748863 1
912.385211396 1684.93662963 1
843.939907745 1761.14146105 1
982.787451437 1717.41965798 1
705.566391576 1462.64577983 1
844.178611929 1193.35206575 1
875.67153365 1576.22120214 1
749.178584993 1540.08808073 1
1001.09998907 1703.99660269 1
649.368863384 1226.53775525 1
724.689520484 1472.68388155 1
795.14414056 1395.83961636 1
867.245782799 1111.85713267 1
707.181461444 1370.55519935 1
1026.6988497 3028.4182045 1
795.993051597 1162.26777429 1
916.740108099 1284.50583323 1
720.113943603 1207.19323965 1
658.410189053 1460.83253237 1
840.27750128 1642.87738803 1
931.06821365 1350.15219612 1
762.995544362 1630.16055107 1
757.799944748 1006.14312156 1
785.560362053 1604.27146918 1
724.948809408 1440.42045731 1
714.397970159 1246.63534964 1
847.677733086 2737.8627013 1
794.795798386 1411.75828488 1
1134.49459385 1515.2129615 1
848.935987053 1339.47918293 1
754.644947925 1048.52302788 1
1259.20003951 1822.69208812 1
780.007289961 1050.07183458 1
836.321965444 1426.09401294 1
908.295291604 1536.20124112 1
846.245129496 1435.0271578 1
911.764005895 1188.5239333 1
706.570967401 1233.88645121 1
762.256733833 1616.14150363 1
789.982165195 1766.06093098 1
691.235739914 955.921541859 1
654.415137619 1168.28562426 1
1104.79206008 2850.80402217 1
1161.61849216 1835.56033221 1
750.522438814 1615.67412715 1
629.329869025 1834.94357259 1
644.393187883 1851.55585131 1
895.47485874 1093.18341337 1
750.955943423 1184.79898421 1
849.742737937 2519.15298869 1
802.537042283 1366.34752003 1
809.974888941 1541.27722446 1
972.11261603 1700.54983557 1
672.875510866 1524.61349596 1
729.693087901 2455.85883493 1
739.473745102 1501.62683959 1
1146.77844796 1762.86459644 1
800.555017421 1756.6132553 1
1035.78628998 1818.0396061 1
682.689644434 1805.86399467 1
860.179516709 1518.86790237 1
691.247020733 1101.01914075 1
818.882502013 1468.12689584 1
866.066672779 1380.90271619 1
746.657295294 911.164647738 1
665.381838051 1756.65283017 1
1194.51759275 3000.92095902 1
801.523702885 1395.9592387 1
895.781414405 1183.67783885 1
646.712654038 1571.61192579 1
1263.87874048 1800.38111199 1
1011.81545623 1693.44197067 1
613.199335929 1846.9860495 1
896.512935701 1223.26430198 1
723.350267409 1679.99867507 1
703.957116654 1291.90574305 1
741.250815327 1178.37784627 1
788.341316975 1088.38306225 1
831.604843992 1661.23633016 1
787.140436348 1169.05123509 1
1014.19493456 1758.55563041 1
975.169850469 1203.73160518 1
806.174424045 1146.56608047 1
381.004207734 2009.62943455 2
442.583442416 1112.74406302 2
378.371594575 949.990504825 2
572.552420372 1536.41111916 2
435.724560055 1165.71435771 2
389.540520209 1886.82008761 2
542.382480578 949.238733023 2
439.112595817 724.589615114 2
449.66159081 897.0904697 2
546.984757668 1570.16180425 2
497.15162733 1640.61743282 2
379.822797914 1009.84098772 2
422.271779241 857.5874488 2
481.301508354 1163.02659443 2
449.41569864 1165.94715838 2
513.44536407 1128.65657287 2
411.649203055 851.397350048 2
394.455892476 1815.69498643 2
350.468855623 1049.02450685 2
408.58128598 883.330232234 2
532.970801169 1379.42639641 2
401.040388876 981.026602184 2
409.016503018 1696.82319284 2
382.909671986 1554.02883385 2
428.888394882 787.247653366 2
401.248807574 1291.42750444 2
578.571350096 1104.09292359 2
425.141007221 850.850931262 2
548.047317674 992.295698124 2
426.291918757 1183.13098959 2
414.396249024 712.858591109 2
451.593776323 1777.6971578 2
451.950003147 1164.815008 2
426.342708976 1523.68578914 2
457.75026863 1143.09321107 2
618.853238965 1804.75675032 2
520.681286581 627.186351514 2
410.350957648 1058.08559953 2
422.748196922 1149.724794 2
488.442473074 1155.13692404 2
424.410739754 859.57307135 2
444.318574976 1645.85728009 2
555.03677325 1333.15422553 2
400.156068785 1119.98574994 2
394.165092889 908.315976644 2
371.975183428 1093.80757657 2
432.331810997 1762.60293128 2
369.802700671 1090.68944538 2
552.298130798 945.445863335 2
394.304037032 1872.91915537 2
481.955424171 1101.97882865 2
391.171759679 1342.88721285 2
417.328551525 1462.89821747 2
370.053294465 1106.30661724 2
387.677058676 1213.39782949 2
408.896121072 1141.27693139 2
428.366148494 1124.94308453 2
414.842045739 1108.94093843 2
449.476761365 1096.60339039 2
357.308047318 1070.5654813 2
458.436165913 946.236243178 2
442.638320024 857.508273555 2
447.009994405 1157.61371281 2
393.865502689 1466.04607655 2
384.266853826 1611.26606546 2
367.661100025 932.153451418 2
388.69171022 1012.59632152 2
456.90116737 1247.7405024 2
429.680822683 855.963556822 2
419.928118246 1755.85701388 2
527.539205855 1065.65437657 2
418.423541549 1004.77358766 2
393.143043685 1284.03642507 2
374.380624212 1316.00056801 2
476.564892065 926.468895467 2
415.060071775 1641.4793868 2
403.573156589 1149.414904 2
424.326377037 1126.82832975 2
423.486055043 1097.12096138 2
368.889774952 1129.87137757 2
442.34742598 715.504498597 2
482.847258586 877.533174655 2
380.158398803 960.56826351 2
428.857159367 701.912252262 2
420.685709819 861.47640902 2
387.158948213 1014.46876573 2
391.436191699 1200.48739624 2
433.082464296 762.489257184 2
438.403666056 736.178037878 2
402.233919698 1956.12447544 2
591.941622193 1488.28920716 2
423.668803752 991.91599328 2
457.93633882 1418.8501068 2
460.871679434 987.321887326 2
421.47968701 843.896068045 2
371.576846173 940.946807499 2
496.006701381 1535.70926929 2
402.888759681 874.411847235 2
375.993008012 964.24129348 2
384.105820381 890.724630051 2
447.398675185 1002.07871883 2
538.422296347 1261.7857388 2
433.22757159 1110.87646923 2
513.069670372 1240.71342468 2
384.301139168 1351.50915387 2
403.675060454 1376.11657357 2
406.337412958 1044.4205551 2
411.822552138 1076.2806978 2
443.364706867 1322.58645958 2
429.435573013 1083.58404753 2
433.01965417 1228.83937225 2
419.875625932 1006.47201418 2
447.960527796 1163.78059862 2
411.31002115 1168.74487968 2
441.569764599 1465.0305372 2
419.913260377 1157.10990729 2
470.48024927 950.245960807 2
421.920988559 1366.91725983 2
427.892731735 874.292950467 2
449.052275622 1798.65040832 2
440.388370931 1041.83389023 2
434.71824094 871.137707432 2
396.118333245 1005.07405265 2
435.438016918 1141.08092492 2
410.057576566 1516.18896382 2
489.926216074 950.43204575 2
533.195387416 1479.3503341 2
402.825804054 1231.79567814 2
430.260624881 1489.09682045 2
499.057100637 1702.54832872 3
478.4166432 1409.92228747 3
456.300043691 1188.59888107 3
571.209628617 1508.55185885 3
475.376390668 1438.56916658 3
535.645746128 837.391958733 3
432.651771315 1421.77595443 3
644.472412576 1270.18367318 3
531.748905778 1462.1718822 3
612.06500852 1422.19019549 3
642.846985008 2163.89610265 3
433.818895313 1303.70565684 3
728.465173205 2188.91490705 3
538.163264326 904.393581137 3
547.451883908 818.425026426 3
485.782712515 1404.29421757 3
482.498113229 1366.99476293 3
453.815906268 1726.39400909 3
525.468371732 820.165044747 3
740.783265459 2107.30103426 3
519.293117799 1478.85109591 3
466.037198729 1574.69813521 3
479.25473403 1435.70367077 3
469.239037313 854.16529525 3
523.795060524 1437.37234943 3
461.755424684 1684.87791884 3
446.283494756 1819.04168735 3
517.389689026 1659.23125694 3
704.338227435 2131.86513739 3
487.339393481 1177.2712075 3
478.380111716 1104.0431112 3
463.592366257 1547.5592142 3
441.959218616 1708.72710294 3
551.579420529 1467.38232016 3
490.996928003 1717.27273514 3
475.430176156 1377.41106626 3
456.189114158 1627.55182789 3
485.483078199 1365.39911545 3
464.692023202 1397.42742168 3
423.499056258 1394.97233283 3
493.996528904 1482.05603118 3
445.556046504 1130.23243424 3
534.120352172 813.826487536 3
427.310232674 2016.88239804 3
488.413936888 1206.57211746 3
631.371741364 1240.58982078 3
460.535253404 1362.18585898 3
438.770377975 1731.7133278 3
622.853261322 1262.23860217 3
426.92223294 1361.61967338 3
429.197060638 1730.73200476 3
461.70769901 1178.03677524 3
450.148300578 1742.35728035 3
513.426237529 1434.17311291 3
478.264387081 1220.55224835 3
552.42367679 905.290019369 3
478.147389656 1687.00210506 3
620.343539624 1569.36324541 3
485.027993315 1419.35369795 3
666.19126295 1554.83391841 3
478.507567318 1527.54020132 3
597.982543352 2047.43720583 3
454.429444075 1310.37346638 3
515.919225668 1607.67689926 3
698.414116352 2147.52922405 3
663.218970287 2156.34767045 3
733.58202307 1376.25704886 3
607.940104422 1866.35200859 3
480.495222 1732.93466759 3
511.922889888 1063.09338574 3
455.82815397 1358.61357079 3
684.686497018 1554.5145161 3
455.820362925 1697.21971291 3
406.781373205 1401.01906181 3
427.744772641 1587.18973741 3
728.292400807 2106.25110303 3
465.860670171 1558.8999531 3
598.181136409 2334.0568918 3
634.251811178 1744.11585175 3
496.346184573 767.141289097 3
505.771782617 734.597412323 3
516.401849156 1213.26984841 3
446.092144817 1990.56156005 3
466.090965631 1534.5807587 3
482.670037647 775.873306538 3
468.363509542 1326.93622423 3
577.361513337 2292.55653972 3
603.351271974 2314.85015301 3
462.842651894 2064.55438475 3
573.275699273 2333.82376181 3
531.184291478 1850.03822666 3
472.338439025 1545.86465756 3
490.69145433 733.64493406 3
488.832174778 1193.97906385 3
427.964525369 1468.3163029 3
410.377358938 1397.82141284 3
470.467319051 1184.27459259 3
465.952766183 1562.25416426 3
582.478386225 1617.17060686 3
480.20936057 1313.18496115 3
603.233090012 1484.67365079 3
466.059095088 1718.95573263 3
579.796991151 1660.04321369 3
485.51340775 1229.10708818 3
415.882657283 1549.92068501 3
475.48230103 1540.49777563 3
464.823536871 1355.13349135 3
522.438697015 822.443581001 3
460.318788654 1731.5646679 3
476.771047784 1539.58813846 3
473.211039036 1184.15589903 3
478.140322628 1347.12924521 3
476.500210587 1499.57670099 3
471.293936155 1582.39206857 3
558.331761922 1751.64838423 3
494.071376888 1500.30010646 3
463.901151659 1338.13207344 3
573.640092901 1487.41295721 3
471.355787026 1711.55514403 3
539.229862669 968.408736316 3
644.115295696 1232.66438027 3
563.28442327 2650.77975677 3
426.404802579 2806.89387327 3
520.209512378 1432.15597251 3
467.287956576 1144.09935114 3
627.421042764 2240.24554385 3
460.016695571 1546.76607319 3
424.312025646 1916.90611459 3
475.224926691 1386.44901084 3
427.745314925 2058.20619792 4
329.751727588 2127.01658245 4
358.637285191 1643.01171968 4
412.753276114 2075.81377846 4
359.572542961 2045.10658048 4
396.627433316 2180.78604282 4
323.678576662 1971.35948777 4
389.189937949 1968.11322938 4
388.408790146 2083.73424977 4
397.654245021 1846.48915649 4
480.950933142 2084.09640298 4
562.927791754 1732.43108771 4
412.863796122 1849.86467053 4
391.515032982 2038.82706671 4
404.700395086 1925.05054243 4
395.008368044 2066.42622043 4
406.200868176 1986.99734798 4
379.060192025 1831.59219499 4
367.034610254 1751.64623268 4
361.746974976 2125.64957396 4
532.695069061 2042.74292969 4
483.373950687 1946.27827688 4
383.040540837 1986.4045145 4
438.956457875 1626.95555818 4
366.836105863 1811.30601171 4
359.154504181 2111.00592786 4
426.088314149 1806.60317749 4
522.326427127 2215.9036865 4
464.046081312 1857.57451436 4
470.436236147 1766.36252889 4
366.48225495 2435.12441983 4
384.584877286 2078.40962662 4
477.882311957 1687.28668053 4
431.452117339 1908.30961257 4
334.484226089 2153.139799 4
382.827448378 2093.22756968 4
493.202038209 1193.12405537 4
364.280967182 2191.06538303 4
406.392867421 1650.52567914 4
310.253738925 2089.34882166 4
517.928743961 1743.39323919 4
338.064639418 2405.03728995 4
430.331560876 877.288539549 4
548.015501243 2093.76227552 4
490.331588294 1374.97119326 4
400.929978088 2434.76493318 4
351.633881874 2106.55331965 4
351.458202336 2075.82128384 4
419.434133836 2042.59765689 4
430.717062117 1891.27549393 4
396.498884783 2578.6466724 4
380.275593396 1781.67407222 4
371.738042078 2003.80005124 4
358.119060895 2237.49024741 4
397.928175466 2364.43502641 4
309.025488376 998.555785517 4
473.854423513 1570.61436771 4
326.555979437 2049.90424428 4
587.61216162 1905.11964564 4
386.819129319 2140.72598386 4
322.581694148 2035.29045919 4
398.732974591 2011.11634718 4
366.654646308 2053.34978531 4
328.659388972 2118.81686585 4
355.718548264 2235.67159529 4
426.337909309 1521.57790714 4
404.049654022 2472.07127544 4
611.251298012 1749.48410158 4
417.66532993 2066.90128703 4
447.015013034 1851.73913043 4
387.171473748 1974.09704456 4
468.386235908 1569.440731 4
381.754179264 2119.70040123 4
363.855008069 2070.74383039 4
494.951833146 2078.60719658 4
433.096947618 2238.5782698 4
409.997897186 1869.14341403 4
370.016731422 1962.13158684 4
403.578447382 1861.90380578 4
427.081280878 1923.36228762 4
465.909301705 2082.84599329 4
451.477917946 2173.10179231 4
443.211583805 2162.2858757 4
464.680954538 1715.52148578 4
443.375236526 1966.5669322 4
384.953081555 2135.48963642 4
399.216174322 2030.6345633 4
379.450161495 1981.42169107 4
388.175635562 2213.30748092 4
426.393238953 2009.08898833 4
479.182111455 1486.69860531 4
587.410065916 2019.61243175 4
481.401432731 1990.38609884 4
383.708341598 1951.17394771 4
392.864849183 2579.56448132 4
534.651441094 1857.91626074 4
354.394777896 2380.85309677 4
470.631633507 1665.33317285 4
544.905377908 2137.85776804 4
459.144148961 1707.2901216 4
368.375886084 2021.79939983 4
333.072851248 2029.05740612 4
391.650267058 2002.45080836 4
364.281350867 2000.26664559 4
394.651658249 2062.49810018 4
419.010522253 1823.90721404 4
323.087548708 1968.02164271 4
380.938118254 1994.22449385 4
466.90674327 1771.52108666 4
518.810442485 1566.87128595 4
345.886901351 2292.11935484 4
484.644129043 2169.0158001 4
397.74264018 1885.93579681 4
498.482549241 1813.04598277 4
452.14908332 1932.68258673 4
431.36765112 2098.87502098 4
340.837504658 1777.56104175 4
411.358235007 2153.76465394 4
388.123906263 2116.47059401 4
399.244001823 2529.61478587 4
330.496514755 2306.5010995 4
388.478536866 2242.53848368 4
376.421571867 2076.13441448 4
537.976976793 2180.62382847 4
352.873473488 2162.27712061 4
425.060097652 1729.91369526 4
490.885280436 2547.85898844 4
600.288495213 2301.78270056 4
365.942191326 2353.02159629 4
361.559505806 2038.86307542 4
434.528448023 1605.39425943 4
426.828889985 2217.51809051 4
471.110828656 1568.53686893 4
393.994922093 1780.02428206 4
324.962531863 2184.06596971 4
468.190399024 2208.8209453 4
474.626902808 1133.83095303 4
385.444064934 2359.32304529 4
580.430388055 2014.9065794 4
444.963656492 1976.33378738 4
365.160907425 2188.41129349 4
385.316381375 1746.82732991 4
518.523583638 1826.07576095 4
420.949783934 1845.93693612 4
528.467770658 1547.14483114 4
361.812034131 2116.11868573 4
553.995455636 1694.84804534 4
429.316033149 1621.47518401 4
493.795585118 2089.43228231 4
564.852506724 1761.51316732 4
396.987264311 1434.21121452 4
352.52677113 1990.97603102 4
519.842747117 1793.88289661 4
375.145539516 2018.04842896 4
504.626344987 1803.33149102 4
350.907202923 2063.0166588 4
481.224117104 1873.60124686 4
327.336274787 1802.6962155 4
406.718277679 1306.58722657 4
497.476163373 1811.14531827 4
467.156996449 2095.2967239 4
464.15846425 1880.00714002 4
514.61847172 1776.87568499 4
387.841516906 1682.85851399 4
484.5240022 2233.03640056 4
470.584763754 1836.878456 4
390.911391679 1944.17174992 4
365.2507419 1972.76083884 4
447.284062917 2064.76687331 4
497.37190681 2073.38139328 4
479.623805517 1632.67814078 4
524.095583461 2175.58095813 4
389.109757551 2076.82055909 4
420.124706415 1564.53295341 4
405.366876729 1805.09400406 4
365.210078738 2083.25956615 4
396.655446042 2369.07022185 4
377.877270183 2186.54323748 4
385.157410005 2421.84897553 4
383.458403716 2067.38237086 4
479.323895229 1802.41958547 4
367.921300171 2037.28634258 4
397.199045956 2025.45442342 4
401.375620118 1898.5046749 4
449.3029847 2213.61301857 4
498.760352928 1528.89643794 4
458.9333583 1961.87450024 4
585.599961261 1998.44447976 4
402.297776342 2207.3143291 4
545.560362702 1706.15868971 4
562.762545512 1565.31351632 4
402.504502375 2021.77822789 4
373.589682244 1663.47658846 4
444.408880147 1674.72331285 4
370.804803265 2033.35249664 4
393.353169697 2296.72592518 4
302.60570458 1779.44082461 4
394.922809894 1904.9405783 4
590.185784516 1900.42784754 4
408.359410777 1927.78878427 4
409.9344402 2729.03217401 5
427.969904536 2481.70427838 5
447.343143563 2131.7248624 5
698.841259871 1906.602767 5
555.366454651 2358.22706482 5
482.605124728 2958.37427122 5
463.962031815 3440.33764446 5
444.560751037 2414.9106395 5
436.806268763 2531.91330689 5
504.625540523 2607.72617405 5
495.872116307 2670.10457327 5
531.104225956 2677.53767198 5
462.846411827 2437.53001072 5
451.037202154 2724.34308459 5
532.716671732 3003.19346208 5
408.866514742 2604.53749001 5
523.926411222 830.016804825 5
506.482904669 732.086876645 5
490.213205657 2076.8942687 5
531.938055937 2602.66160515 5
443.774070097 2235.48243688 5
437.049425302 786.604811821 5
471.438883565 2252.53016961 5
425.559309742 2802.0223401 5
444.090869474 2542.95538415 5
702.763299356 2286.78311785 5
396.773730971 2650.18772373 5
496.537849496 2494.67976731 5
492.687217875 1574.01210424 5
477.933574365 2263.79268969 5
503.972815938 2629.51216903 5
510.106216862 1998.7154981 5
500.546407476 2579.88634905 5
427.475527084 2494.86304905 5
544.585906999 2652.12780469 5
501.993385917 2451.56302336 5
480.896629213 2434.70031029 5
452.153236557 2986.59359497 5
568.552467422 2715.70519226 5
429.252699823 2320.14710866 5
500.354858474 2078.05360638 5
457.430457767 2133.9341396 5
454.111670087 2683.28469724 5
530.344614734 2178.99683413 5
406.063564901 2907.88818275 5
509.865529171 1886.04924455 5
459.399638207 2798.72033655 5
501.911338081 2931.66838615 5
479.066717045 2475.44996318 5
526.956323282 2135.24785571 5
476.967373193 2376.00456354 5
553.590495909 2420.43964083 5
514.045960316 1692.96425881 5
459.248317213 2701.99870472 5
412.632795463 2366.47986848 5
481.85077239 1153.42156173 5
461.67176857 2717.40158183 5
421.594777822 2786.00543728 5
394.189276389 3215.60007448 5
423.551997535 2624.44099791 5
539.10957078 2593.13439107 5
512.831518607 2246.95319695 5
410.691097022 2287.15464502 5
507.10569726 2607.40630231 5
462.763367753 2380.01684291 5
596.229630806 2090.76843907 5
462.614428823 2640.8967768 5
473.203714572 893.785395505 5
434.12892873 2428.52711612 5
603.985915815 2089.96147908 5
561.79893628 1873.44731276 5
555.803482549 1926.64429796 5
589.322378108 1485.90604348 5
480.266721106 2606.70151639 5
394.606773981 2349.76535278 5
404.882259335 3079.42510487 5
477.965017034 2617.4032822 5
538.464830914 2210.71703377 5
