x y label
561.104045466 2096.61608511 5
494.48343406 2559.63883456 5
401.582738844 2731.2439077 5
520.813150306 2831.03919323 5
550.958047746 2349.55185591 5
518.767426063 1208.67128973 5
438.575250137 2739.19253207 5
465.364729513 2689.03762399 5
500.121869679 2057.21697259 5
479.895302002 2353.46253063 5
528.32427966 2681.21672401 5
531.362172245 2449.14644533 5
550.54778152 1682.62049917 5
433.848778495 2601.81726505 5
401.604843575 2624.32052995 5
450.116355854 2586.45032925 5
490.583743459 2552.14961069 5
499.417423266 2451.9532697 5
488.662085252 2523.81543436 5
443.586100558 2374.53696443 5
471.045422991 2245.19086833 5
413.269300458 2584.62662849 5
369.831153324 2713.50769096 5
408.857552334 2588.6124515 5
397.904488924 2592.26537156 5
437.964216233 2363.17089498 5
496.572921834 2608.08563912 5
466.296437953 2502.9242976 5
575.914381349 2369.62812494 5
379.991285545 2656.27420822 5
607.74206947 1740.34441824 5
407.573708464 2467.8968342 5
446.085096761 2671.99929419 5
504.679530237 2986.64402887 5
415.659391333 2637.1526452 5
402.028822063 2522.087327 5
498.261541876 1847.13451588 5
410.337141566 1833.11462274 5
453.346382974 2524.11817663 5
576.078562534 2142.23588829 5
446.052290695 2574.38712737 5
439.462588873 2311.51854115 5
446.079095841 2092.53598964 5
457.173470239 2780.16107241 5
542.383982931 2119.07871075 5
452.212763188 2257.78289005 5
490.541113181 1928.3896123 5
512.688160386 2454.11293464 5
578.082585444 2216.53885912 5
469.035423368 2595.72143783 5
424.644686876 944.992237564 5
436.470921179 2578.3708364 5
589.648367491 2490.30620892 5
519.062181741 1688.35799368 5
461.013658554 2596.16573896 5
497.061266923 2254.47305868 5
392.89519243 2930.0875109 5
508.941942935 2393.52827465 5
460.773028222 2603.41939538 5
432.379742041 2351.77469076 5
447.67333428 2535.83107946 5
519.323647109 2199.50190324 5
449.13762723 2083.70867769 5
447.805432118 2401.93196985 5
451.776639028 2734.36026316 5
545.924479235 2557.24869965 5
445.972473585 833.511362471 5
484.315152255 2914.28495716 5
455.412475273 2545.35718377 5
476.829669345 2396.09341819 5
379.65848426 3001.26640226 5
389.591387243 2968.92356391 5
470.703771681 2573.62295364 5
410.63825605 2904.08184712 5
398.529061932 2650.55728718 5
490.895475384 1082.33573831 5
468.460885735 2209.03502603 5
412.318954094 2559.72619164 5
396.680717377 2750.85934618 5
497.989179092 2780.15336226 5
447.583797582 2741.46507879 5
607.097615529 1972.18086189 5
432.853492615 2036.51242504 5
588.667599855 2638.58253321 5
454.822746741 2621.88896879 5
565.921770842 2510.25948956 5
549.543716522 2717.14605655 5
415.313903491 2837.75487043 5
431.82293532 2960.64430178 5
534.259213351 2535.0966632 5
565.393695886 2541.60104668 5
452.348734308 2640.80822808 5
522.841184441 2662.89566644 5
477.197338412 2658.39544973 5
579.038694423 2772.95110463 5
464.037218356 2196.77610327 5
508.165208535 2503.80943261 5
417.200264121 2342.35921206 5
399.991794606 1352.81848887 5
431.522190855 2226.57428562 5
447.333232916 1994.30917349 5
591.53200862 2494.82323514 5
486.345645762 2408.64501486 5
436.358541717 2377.94377044 5
574.918981502 2307.86954861 5
413.060448391 2678.29507194 5
477.16508931 2741.46334571 5
398.9955207 2639.41563432 5
378.502883297 2198.13071242 5
442.134197339 1137.72352386 5
643.243163871 2263.26192337 5
449.867090145 2697.39736095 5
433.616874614 2540.61223527 5
434.767105148 2263.2416471 5
482.174122536 2541.41339669 5
393.127365567 2730.14767588 5
435.701012615 1501.27721556 5
443.694824738 2540.60087108 5
406.023184903 2343.63708635 5
385.102332878 2525.10102494 5
398.960341066 2616.00772923 5
401.651221267 2648.87561508 5
