epoch train valid
1.0 0.569429082914 0.5708679292
2.0 0.333062436557 0.341489007762
3.0 0.293224832514 0.300207256453
4.0 0.274503036315 0.280490360393
5.0 0.263686784985 0.269082371193
6.0 0.256069733789 0.261119713475
7.0 0.250439798334 0.255298458797
8.0 0.246049964752 0.250742905324
9.0 0.242576811447 0.247203643053
10.0 0.239712365242 0.244277633482
11.0 0.237163303317 0.24168436253
12.0 0.235227339677 0.239695504777
13.0 0.233446736236 0.237875757295
14.0 0.231805428845 0.236207610479
15.0 0.230509193114 0.234880889322
16.0 0.229142593845 0.233488509968
17.0 0.227961416018 0.232266917072
18.0 0.226849756606 0.231122777197
19.0 0.225823980849 0.230101527977
20.0 0.224864704059 0.229159211877
21.0 0.224033787664 0.228309584654
22.0 0.223053842398 0.227330405295
23.0 0.22225258616 0.226518180975
24.0 0.221387568298 0.225650906889
25.0 0.220700383793 0.22496348805
26.0 0.22000057279 0.224261325567
27.0 0.219363560575 0.223604413352
28.0 0.218759657121 0.222994667023
29.0 0.218130476451 0.22234305623
30.0 0.217519256523 0.221738574684
31.0 0.21684259256 0.221052889551
32.0 0.216127289549 0.220331274886
33.0 0.215487767634 0.219675591548
34.0 0.214911497451 0.219095228157
35.0 0.214303936288 0.218459249829
36.0 0.213738323464 0.217872015371
37.0 0.213279510748 0.217404014446
38.0 0.212890279455 0.217013321067
39.0 0.21246039684 0.216559163665
40.0 0.212089854508 0.216169797646
41.0 0.211734555717 0.215786555183
42.0 0.211384544648 0.215422592168
43.0 0.211046956074 0.215074481654
44.0 0.210677369614 0.214687251145
45.0 0.210409438873 0.214415057331
46.0 0.210138131327 0.214130097046
47.0 0.209876858364 0.213858267871
48.0 0.209632956996 0.213610794492
49.0 0.20941329154 0.213378288123
50.0 0.209220251168 0.213181077688
51.0 0.209009041663 0.212955256493
52.0 0.208857529954 0.21280191801
53.0 0.208696087211 0.212645316493
54.0 0.208483871066 0.212426803378
55.0 0.208334859604 0.212273248792
56.0 0.208146581574 0.212077490825
57.0 0.207987293411 0.21191855464
58.0 0.207810444813 0.211740096543
59.0 0.20761387363 0.211539506615
60.0 0.20748732856 0.211402440698
61.0 0.207353496431 0.21126683656
62.0 0.20723107125 0.211151315297
63.0 0.207107705103 0.211028863601
64.0 0.206990435286 0.210917236172
65.0 0.206873327169 0.210807576288
66.0 0.206756994092 0.210690971898
67.0 0.206619299802 0.210550071077
68.0 0.206525856798 0.210464041424
69.0 0.206408293241 0.210349438853
70.0 0.206297857608 0.210246228117
71.0 0.206175504028 0.210127040285
72.0 0.206063215236 0.210017325528
73.0 0.205948252231 0.209902323003
74.0 0.205865945839 0.209827985326
75.0 0.205756939217 0.209722667835
76.0 0.205644814625 0.209613736513
77.0 0.205532846226 0.209502685669
78.0 0.205452364016 0.209432600694
79.0 0.205358221857 0.209334057645
80.0 0.205250336351 0.209230225795
81.0 0.205166647899 0.20914767688
82.0 0.205091677415 0.209081494882
83.0 0.204973851697 0.208967453118
84.0 0.204882968473 0.208879218978
85.0 0.204792919527 0.20878558031
86.0 0.204701693004 0.208697467589
87.0 0.204616441227 0.208613740585
88.0 0.204499912876 0.208499516023
89.0 0.204436737128 0.208444594348
90.0 0.204310843118 0.208316735425
91.0 0.204236136712 0.208241095043
92.0 0.204153078731 0.20816399779
93.0 0.20405808425 0.20808268581
94.0 0.203968401373 0.207990123244
95.0 0.203861114776 0.207885761645
96.0 0.203780434622 0.207813027459
97.0 0.203687748874 0.207722117241
98.0 0.203568343286 0.207613004688
99.0 0.203487652634 0.207532624452
100.0 0.20337584976 0.207423759553
101.0 0.203337355218 0.207381538227
102.0 0.203275490399 0.20731820311
103.0 0.203225908054 0.207264070142
104.0 0.203151734084 0.207186030611
105.0 0.203095688061 0.20713243489
106.0 0.203024335145 0.207058408822
107.0 0.202994066621 0.207020821421
108.0 0.202953663097 0.206979291018
109.0 0.202883644703 0.206916517379
110.0 0.202822600501 0.206847177117
111.0 0.202800768279 0.206825042294
112.0 0.202726911355 0.206749970663
113.0 0.202685304874 0.206710212174
114.0 0.202626075538 0.206651290203
115.0 0.202591586397 0.206618003963
