frequency f1 f2 f3 f4 f5 f6 f7 f8 f9 f10 f11 f12 f13 f14 f15 f16 f17 f18 f19 f20
4000.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000271 0.001500 nan nan nan nan
4007.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000243 0.001526 nan nan nan nan
4015.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000215 0.001551 nan nan nan nan
4023.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000186 0.001576 nan nan nan nan
4031.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000158 0.001601 nan nan nan nan
4039.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000129 0.001626 nan nan nan nan
4046.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000101 0.001652 nan nan nan nan
4054.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000073 0.001677 nan nan nan nan
4062.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000044 0.001702 nan nan nan nan
4070.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000016 0.001727 0.000000 nan nan nan
4078.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000000 0.001731 0.000009 nan nan nan
4085.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001709 0.000029 nan nan nan
4093.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001687 0.000048 nan nan nan
4101.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001664 0.000068 nan nan nan
4109.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001642 0.000088 nan nan nan
4117.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001620 0.000108 nan nan nan
4125.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001597 0.000128 nan nan nan
4132.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001575 0.000148 nan nan nan
4140.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001552 0.000167 nan nan nan
4148.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001530 0.000187 nan nan nan
4156.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001508 0.000207 nan nan nan
4164.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001485 0.000227 nan nan nan
4171.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001463 0.000247 nan nan nan
4179.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001441 0.000266 nan nan nan
4187.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001418 0.000286 nan nan nan
4195.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001396 0.000306 nan nan nan
4203.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001374 0.000326 nan nan nan
4210.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001351 0.000346 nan nan nan
4218.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001329 0.000366 nan nan nan
4226.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001307 0.000385 nan nan nan
4234.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001284 0.000405 nan nan nan
4242.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001262 0.000425 nan nan nan
4250.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001240 0.000445 nan nan nan
4257.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001217 0.000465 nan nan nan
4265.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001195 0.000484 nan nan nan
4273.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001173 0.000504 nan nan nan
4281.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001150 0.000524 nan nan nan
4289.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001128 0.000544 nan nan nan
4296.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001106 0.000564 nan nan nan
4304.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001083 0.000584 nan nan nan
4312.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001061 0.000603 nan nan nan
4320.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001039 0.000623 nan nan nan
4328.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001016 0.000643 nan nan nan
4335.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000994 0.000663 nan nan nan
4343.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000972 0.000683 nan nan nan
4351.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000949 0.000702 nan nan nan
4359.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000927 0.000722 nan nan nan
4367.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000904 0.000742 nan nan nan
4375.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000882 0.000762 nan nan nan
4382.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000860 0.000782 nan nan nan
4390.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000837 0.000802 nan nan nan
4398.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000815 0.000821 nan nan nan
4406.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000793 0.000841 nan nan nan
4414.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000770 0.000861 nan nan nan
4421.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000748 0.000881 nan nan nan
4429.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000726 0.000901 nan nan nan
4437.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000703 0.000920 nan nan nan
4445.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000681 0.000940 nan nan nan
4453.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000659 0.000960 nan nan nan
4460.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000636 0.000980 nan nan nan
4468.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000614 0.001000 nan nan nan
4476.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000592 0.001020 nan nan nan
4484.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000569 0.001039 nan nan nan
4492.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000547 0.001059 nan nan nan
4500.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000525 0.001079 nan nan nan
4507.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000502 0.001099 nan nan nan
4515.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000480 0.001119 nan nan nan
4523.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000458 0.001138 nan nan nan
4531.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000435 0.001158 nan nan nan
4539.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000413 0.001178 nan nan nan
4546.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000391 0.001198 nan nan nan
4554.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000368 0.001218 nan nan nan
4562.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000346 0.001238 nan nan nan
4570.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000324 0.001257 nan nan nan
4578.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000301 0.001277 nan nan nan
4585.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000279 0.001297 nan nan nan
4593.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000256 0.001317 nan nan nan
4601.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000234 0.001337 nan nan nan
4609.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000212 0.001356 nan nan nan
4617.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000189 0.001376 nan nan nan
4625.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000167 0.001396 nan nan nan
4632.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000145 0.001416 nan nan nan
4640.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000122 0.001436 nan nan nan
4648.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000100 0.001456 nan nan nan
4656.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000078 0.001475 nan nan nan
4664.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000055 0.001495 nan nan nan
4671.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000033 0.001515 nan nan nan
4679.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000011 0.001535 0.000000 nan nan
4687.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000000 0.001535 0.000008 nan nan
4695.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001517 0.000024 nan nan
4703.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001500 0.000039 nan nan
4710.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001482 0.000055 nan nan
4718.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001465 0.000071 nan nan
4726.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001447 0.000086 nan nan
4734.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001430 0.000102 nan nan
4742.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001412 0.000117 nan nan
4750.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001394 0.000133 nan nan
4757.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001377 0.000148 nan nan
4765.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001359 0.000164 nan nan
4773.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001342 0.000180 nan nan
4781.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001324 0.000195 nan nan
4789.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001307 0.000211 nan nan
4796.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001289 0.000226 nan nan
4804.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001271 0.000242 nan nan
4812.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001254 0.000258 nan nan
4820.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001236 0.000273 nan nan
4828.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001219 0.000289 nan nan
4835.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001201 0.000304 nan nan
4843.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001184 0.000320 nan nan
4851.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001166 0.000336 nan nan
4859.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001148 0.000351 nan nan
4867.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001131 0.000367 nan nan
4875.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001113 0.000382 nan nan
4882.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001096 0.000398 nan nan
4890.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001078 0.000413 nan nan
4898.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001060 0.000429 nan nan
4906.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001043 0.000445 nan nan
4914.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001025 0.000460 nan nan
4921.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001008 0.000476 nan nan
4929.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000990 0.000491 nan nan
4937.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000973 0.000507 nan nan
4945.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000955 0.000523 nan nan
4953.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000937 0.000538 nan nan
4960.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000920 0.000554 nan nan
4968.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000902 0.000569 nan nan
4976.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000885 0.000585 nan nan
4984.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000867 0.000601 nan nan
4992.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000850 0.000616 nan nan
5000.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000832 0.000632 nan nan
5007.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000814 0.000647 nan nan
5015.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000797 0.000663 nan nan
5023.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000779 0.000679 nan nan
5031.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000762 0.000694 nan nan
5039.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000744 0.000710 nan nan
5046.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000727 0.000725 nan nan
5054.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000709 0.000741 nan nan
5062.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000691 0.000756 nan nan
5070.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000674 0.000772 nan nan
5078.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000656 0.000788 nan nan
5085.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000639 0.000803 nan nan
5093.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000621 0.000819 nan nan
5101.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000603 0.000834 nan nan
5109.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000586 0.000850 nan nan
5117.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000568 0.000866 nan nan
5125.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000551 0.000881 nan nan
5132.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000533 0.000897 nan nan
5140.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000516 0.000912 nan nan
5148.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000498 0.000928 nan nan
5156.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000480 0.000944 nan nan
5164.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000463 0.000959 nan nan
5171.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000445 0.000975 nan nan
5179.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000428 0.000990 nan nan
5187.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000410 0.001006 nan nan
5195.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000393 0.001021 nan nan
5203.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000375 0.001037 nan nan
5210.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000357 0.001053 nan nan
5218.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000340 0.001068 nan nan
5226.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000322 0.001084 nan nan
5234.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000305 0.001099 nan nan
5242.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000287 0.001115 nan nan
5250.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000270 0.001131 nan nan
5257.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000252 0.001146 nan nan
5265.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000234 0.001162 nan nan
5273.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000217 0.001177 nan nan
5281.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000199 0.001193 nan nan
5289.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000182 0.001209 nan nan
5296.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000164 0.001224 nan nan
5304.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000146 0.001240 nan nan
5312.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000129 0.001255 nan nan
5320.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000111 0.001271 nan nan
5328.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000094 0.001286 nan nan
5335.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000076 0.001302 nan nan
5343.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000059 0.001318 nan nan
5351.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000041 0.001333 nan nan
5359.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000023 0.001349 nan nan
5367.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000006 0.001364 0.000000 nan
5375.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000000 0.001360 0.000008 nan
5382.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001347 0.000020 nan
5390.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001333 0.000033 nan
5398.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001319 0.000045 nan
5406.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001305 0.000057 nan
5414.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001291 0.000070 nan
5421.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001277 0.000082 nan
5429.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001264 0.000094 nan
5437.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001250 0.000106 nan
5445.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001236 0.000119 nan
5453.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001222 0.000131 nan
5460.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001208 0.000143 nan
5468.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001194 0.000155 nan
5476.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001181 0.000168 nan
5484.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001167 0.000180 nan
5492.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001153 0.000192 nan
5500.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001139 0.000204 nan
5507.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001125 0.000217 nan
5515.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001112 0.000229 nan
5523.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001098 0.000241 nan
5531.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001084 0.000253 nan
5539.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001070 0.000266 nan
5546.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001056 0.000278 nan
5554.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001042 0.000290 nan
5562.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001029 0.000303 nan
5570.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001015 0.000315 nan
5578.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001001 0.000327 nan
5585.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000987 0.000339 nan
5593.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000973 0.000352 nan
5601.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000959 0.000364 nan
5609.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000946 0.000376 nan
5617.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000932 0.000388 nan
5625.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000918 0.000401 nan
5632.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000904 0.000413 nan
5640.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000890 0.000425 nan
5648.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000876 0.000437 nan
5656.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000863 0.000450 nan
5664.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000849 0.000462 nan
5671.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000835 0.000474 nan
5679.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000821 0.000486 nan
5687.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000807 0.000499 nan
5695.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000794 0.000511 nan
5703.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000780 0.000523 nan
5710.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000766 0.000536 nan
5718.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000752 0.000548 nan
5726.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000738 0.000560 nan
5734.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000724 0.000572 nan
5742.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000711 0.000585 nan
5750.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000697 0.000597 nan
5757.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000683 0.000609 nan
5765.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000669 0.000621 nan
5773.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000655 0.000634 nan
5781.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000641 0.000646 nan
5789.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000628 0.000658 nan
5796.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000614 0.000670 nan
5804.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000600 0.000683 nan
5812.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000586 0.000695 nan
5820.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000572 0.000707 nan
5828.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000558 0.000719 nan
5835.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000545 0.000732 nan
5843.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000531 0.000744 nan
5851.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000517 0.000756 nan
5859.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000503 0.000769 nan
5867.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000489 0.000781 nan
5875.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000475 0.000793 nan
5882.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000462 0.000805 nan
5890.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000448 0.000818 nan
5898.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000434 0.000830 nan
5906.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000420 0.000842 nan
5914.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000406 0.000854 nan
5921.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000393 0.000867 nan
5929.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000379 0.000879 nan
5937.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000365 0.000891 nan
5945.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000351 0.000903 nan
5953.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000337 0.000916 nan
5960.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000323 0.000928 nan
5968.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000310 0.000940 nan
5976.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000296 0.000952 nan
5984.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000282 0.000965 nan
5992.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000268 0.000977 nan
6000.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000254 0.000989 nan
