frequency f1 f2 f3 f4 f5 f6 f7 f8 f9 f10 f11 f12 f13 f14 f15 f16 f17 f18 f19 f20
1992.187500 nan nan nan nan nan nan nan nan nan nan 0.002491 0.000605 nan nan nan nan nan nan nan nan
2000.000000 nan nan nan nan nan nan nan nan nan nan 0.002417 0.000670 nan nan nan nan nan nan nan nan
2007.812500 nan nan nan nan nan nan nan nan nan nan 0.002342 0.000736 nan nan nan nan nan nan nan nan
2015.625000 nan nan nan nan nan nan nan nan nan nan 0.002268 0.000802 nan nan nan nan nan nan nan nan
2023.437500 nan nan nan nan nan nan nan nan nan nan 0.002194 0.000868 nan nan nan nan nan nan nan nan
2031.250000 nan nan nan nan nan nan nan nan nan nan 0.002120 0.000934 nan nan nan nan nan nan nan nan
2039.062500 nan nan nan nan nan nan nan nan nan nan 0.002046 0.000999 nan nan nan nan nan nan nan nan
2046.875000 nan nan nan nan nan nan nan nan nan nan 0.001971 0.001065 nan nan nan nan nan nan nan nan
2054.687500 nan nan nan nan nan nan nan nan nan nan 0.001897 0.001131 nan nan nan nan nan nan nan nan
2062.500000 nan nan nan nan nan nan nan nan nan nan 0.001823 0.001197 nan nan nan nan nan nan nan nan
2070.312500 nan nan nan nan nan nan nan nan nan nan 0.001749 0.001263 nan nan nan nan nan nan nan nan
2078.125000 nan nan nan nan nan nan nan nan nan nan 0.001675 0.001328 nan nan nan nan nan nan nan nan
2085.937500 nan nan nan nan nan nan nan nan nan nan 0.001601 0.001394 nan nan nan nan nan nan nan nan
2093.750000 nan nan nan nan nan nan nan nan nan nan 0.001526 0.001460 nan nan nan nan nan nan nan nan
2101.562500 nan nan nan nan nan nan nan nan nan nan 0.001452 0.001526 nan nan nan nan nan nan nan nan
2109.375000 nan nan nan nan nan nan nan nan nan nan 0.001378 0.001592 nan nan nan nan nan nan nan nan
2117.187500 nan nan nan nan nan nan nan nan nan nan 0.001304 0.001657 nan nan nan nan nan nan nan nan
2125.000000 nan nan nan nan nan nan nan nan nan nan 0.001230 0.001723 nan nan nan nan nan nan nan nan
2132.812500 nan nan nan nan nan nan nan nan nan nan 0.001155 0.001789 nan nan nan nan nan nan nan nan
2140.625000 nan nan nan nan nan nan nan nan nan nan 0.001081 0.001855 nan nan nan nan nan nan nan nan
2148.437500 nan nan nan nan nan nan nan nan nan nan 0.001007 0.001921 nan nan nan nan nan nan nan nan
2156.250000 nan nan nan nan nan nan nan nan nan nan 0.000933 0.001986 nan nan nan nan nan nan nan nan
2164.062500 nan nan nan nan nan nan nan nan nan nan 0.000859 0.002052 nan nan nan nan nan nan nan nan
2171.875000 nan nan nan nan nan nan nan nan nan nan 0.000784 0.002118 nan nan nan nan nan nan nan nan
2179.687500 nan nan nan nan nan nan nan nan nan nan 0.000710 0.002184 nan nan nan nan nan nan nan nan
2187.500000 nan nan nan nan nan nan nan nan nan nan 0.000636 0.002250 nan nan nan nan nan nan nan nan
2195.312500 nan nan nan nan nan nan nan nan nan nan 0.000562 0.002315 nan nan nan nan nan nan nan nan
2203.125000 nan nan nan nan nan nan nan nan nan nan 0.000488 0.002381 nan nan nan nan nan nan nan nan
2210.937500 nan nan nan nan nan nan nan nan nan nan 0.000414 0.002447 nan nan nan nan nan nan nan nan
2218.750000 nan nan nan nan nan nan nan nan nan nan 0.000339 0.002513 nan nan nan nan nan nan nan nan
2226.562500 nan nan nan nan nan nan nan nan nan nan 0.000265 0.002579 nan nan nan nan nan nan nan nan
2234.375000 nan nan nan nan nan nan nan nan nan nan 0.000191 0.002644 nan nan nan nan nan nan nan nan
2242.187500 nan nan nan nan nan nan nan nan nan nan 0.000117 0.002710 nan nan nan nan nan nan nan nan
2250.000000 nan nan nan nan nan nan nan nan nan nan 0.000043 0.002776 0.000000 nan nan nan nan nan nan nan
2257.812500 nan nan nan nan nan nan nan nan nan nan 0.000000 0.002789 0.000022 nan nan nan nan nan nan nan
2265.625000 nan nan nan nan nan nan nan nan nan nan nan 0.002731 0.000074 nan nan nan nan nan nan nan
2273.437500 nan nan nan nan nan nan nan nan nan nan nan 0.002672 0.000126 nan nan nan nan nan nan nan
2281.250000 nan nan nan nan nan nan nan nan nan nan nan 0.002614 0.000177 nan nan nan nan nan nan nan
2289.062500 nan nan nan nan nan nan nan nan nan nan nan 0.002556 0.000229 nan nan nan nan nan nan nan
2296.875000 nan nan nan nan nan nan nan nan nan nan nan 0.002497 0.000281 nan nan nan nan nan nan nan
2304.687500 nan nan nan nan nan nan nan nan nan nan nan 0.002439 0.000333 nan nan nan nan nan nan nan
2312.500000 nan nan nan nan nan nan nan nan nan nan nan 0.002380 0.000384 nan nan nan nan nan nan nan
2320.312500 nan nan nan nan nan nan nan nan nan nan nan 0.002322 0.000436 nan nan nan nan nan nan nan
2328.125000 nan nan nan nan nan nan nan nan nan nan nan 0.002264 0.000488 nan nan nan nan nan nan nan
2335.937500 nan nan nan nan nan nan nan nan nan nan nan 0.002205 0.000540 nan nan nan nan nan nan nan
2343.750000 nan nan nan nan nan nan nan nan nan nan nan 0.002147 0.000591 nan nan nan nan nan nan nan
2351.562500 nan nan nan nan nan nan nan nan nan nan nan 0.002089 0.000643 nan nan nan nan nan nan nan
2359.375000 nan nan nan nan nan nan nan nan nan nan nan 0.002030 0.000695 nan nan nan nan nan nan nan
2367.187500 nan nan nan nan nan nan nan nan nan nan nan 0.001972 0.000747 nan nan nan nan nan nan nan
2375.000000 nan nan nan nan nan nan nan nan nan nan nan 0.001914 0.000798 nan nan nan nan nan nan nan
2382.812500 nan nan nan nan nan nan nan nan nan nan nan 0.001855 0.000850 nan nan nan nan nan nan nan
2390.625000 nan nan nan nan nan nan nan nan nan nan nan 0.001797 0.000902 nan nan nan nan nan nan nan
2398.437500 nan nan nan nan nan nan nan nan nan nan nan 0.001738 0.000954 nan nan nan nan nan nan nan
2406.250000 nan nan nan nan nan nan nan nan nan nan nan 0.001680 0.001005 nan nan nan nan nan nan nan
2414.062500 nan nan nan nan nan nan nan nan nan nan nan 0.001622 0.001057 nan nan nan nan nan nan nan
2421.875000 nan nan nan nan nan nan nan nan nan nan nan 0.001563 0.001109 nan nan nan nan nan nan nan
2429.687500 nan nan nan nan nan nan nan nan nan nan nan 0.001505 0.001161 nan nan nan nan nan nan nan
2437.500000 nan nan nan nan nan nan nan nan nan nan nan 0.001447 0.001213 nan nan nan nan nan nan nan
2445.312500 nan nan nan nan nan nan nan nan nan nan nan 0.001388 0.001264 nan nan nan nan nan nan nan
2453.125000 nan nan nan nan nan nan nan nan nan nan nan 0.001330 0.001316 nan nan nan nan nan nan nan
2460.937500 nan nan nan nan nan nan nan nan nan nan nan 0.001272 0.001368 nan nan nan nan nan nan nan
2468.750000 nan nan nan nan nan nan nan nan nan nan nan 0.001213 0.001420 nan nan nan nan nan nan nan
2476.562500 nan nan nan nan nan nan nan nan nan nan nan 0.001155 0.001471 nan nan nan nan nan nan nan
2484.375000 nan nan nan nan nan nan nan nan nan nan nan 0.001097 0.001523 nan nan nan nan nan nan nan
2492.187500 nan nan nan nan nan nan nan nan nan nan nan 0.001038 0.001575 nan nan nan nan nan nan nan
2500.000000 nan nan nan nan nan nan nan nan nan nan nan 0.000980 0.001627 nan nan nan nan nan nan nan
2507.812500 nan nan nan nan nan nan nan nan nan nan nan 0.000921 0.001678 nan nan nan nan nan nan nan
2515.625000 nan nan nan nan nan nan nan nan nan nan nan 0.000863 0.001730 nan nan nan nan nan nan nan
2523.437500 nan nan nan nan nan nan nan nan nan nan nan 0.000805 0.001782 nan nan nan nan nan nan nan
2531.250000 nan nan nan nan nan nan nan nan nan nan nan 0.000746 0.001834 nan nan nan nan nan nan nan
2539.062500 nan nan nan nan nan nan nan nan nan nan nan 0.000688 0.001885 nan nan nan nan nan nan nan
2546.875000 nan nan nan nan nan nan nan nan nan nan nan 0.000630 0.001937 nan nan nan nan nan nan nan
2554.687500 nan nan nan nan nan nan nan nan nan nan nan 0.000571 0.001989 nan nan nan nan nan nan nan
2562.500000 nan nan nan nan nan nan nan nan nan nan nan 0.000513 0.002041 nan nan nan nan nan nan nan
2570.312500 nan nan nan nan nan nan nan nan nan nan nan 0.000455 0.002092 nan nan nan nan nan nan nan
2578.125000 nan nan nan nan nan nan nan nan nan nan nan 0.000396 0.002144 nan nan nan nan nan nan nan
2585.937500 nan nan nan nan nan nan nan nan nan nan nan 0.000338 0.002196 nan nan nan nan nan nan nan
2593.750000 nan nan nan nan nan nan nan nan nan nan nan 0.000280 0.002248 nan nan nan nan nan nan nan
2601.562500 nan nan nan nan nan nan nan nan nan nan nan 0.000221 0.002299 nan nan nan nan nan nan nan
2609.375000 nan nan nan nan nan nan nan nan nan nan nan 0.000163 0.002351 nan nan nan nan nan nan nan
2617.187500 nan nan nan nan nan nan nan nan nan nan nan 0.000104 0.002403 nan nan nan nan nan nan nan
2625.000000 nan nan nan nan nan nan nan nan nan nan nan 0.000046 0.002455 0.000000 nan nan nan nan nan nan
2632.812500 nan nan nan nan nan nan nan nan nan nan nan 0.000000 0.002486 0.000009 nan nan nan nan nan nan
2640.625000 nan nan nan nan nan nan nan nan nan nan nan nan 0.002440 0.000049 nan nan nan nan nan nan
2648.437500 nan nan nan nan nan nan nan nan nan nan nan nan 0.002394 0.000090 nan nan nan nan nan nan
2656.250000 nan nan nan nan nan nan nan nan nan nan nan nan 0.002348 0.000131 nan nan nan nan nan nan
2664.062500 nan nan nan nan nan nan nan nan nan nan nan nan 0.002302 0.000171 nan nan nan nan nan nan
2671.875000 nan nan nan nan nan nan nan nan nan nan nan nan 0.002256 0.000212 nan nan nan nan nan nan
2679.687500 nan nan nan nan nan nan nan nan nan nan nan nan 0.002211 0.000253 nan nan nan nan nan nan
2687.500000 nan nan nan nan nan nan nan nan nan nan nan nan 0.002165 0.000294 nan nan nan nan nan nan
2695.312500 nan nan nan nan nan nan nan nan nan nan nan nan 0.002119 0.000334 nan nan nan nan nan nan
2703.125000 nan nan nan nan nan nan nan nan nan nan nan nan 0.002073 0.000375 nan nan nan nan nan nan
2710.937500 nan nan nan nan nan nan nan nan nan nan nan nan 0.002027 0.000416 nan nan nan nan nan nan
2718.750000 nan nan nan nan nan nan nan nan nan nan nan nan 0.001981 0.000456 nan nan nan nan nan nan
2726.562500 nan nan nan nan nan nan nan nan nan nan nan nan 0.001935 0.000497 nan nan nan nan nan nan
2734.375000 nan nan nan nan nan nan nan nan nan nan nan nan 0.001889 0.000538 nan nan nan nan nan nan
2742.187500 nan nan nan nan nan nan nan nan nan nan nan nan 0.001843 0.000579 nan nan nan nan nan nan
2750.000000 nan nan nan nan nan nan nan nan nan nan nan nan 0.001797 0.000619 nan nan nan nan nan nan
2757.812500 nan nan nan nan nan nan nan nan nan nan nan nan 0.001751 0.000660 nan nan nan nan nan nan
2765.625000 nan nan nan nan nan nan nan nan nan nan nan nan 0.001706 0.000701 nan nan nan nan nan nan
2773.437500 nan nan nan nan nan nan nan nan nan nan nan nan 0.001660 0.000741 nan nan nan nan nan nan
2781.250000 nan nan nan nan nan nan nan nan nan nan nan nan 0.001614 0.000782 nan nan nan nan nan nan
2789.062500 nan nan nan nan nan nan nan nan nan nan nan nan 0.001568 0.000823 nan nan nan nan nan nan
2796.875000 nan nan nan nan nan nan nan nan nan nan nan nan 0.001522 0.000864 nan nan nan nan nan nan
2804.687500 nan nan nan nan nan nan nan nan nan nan nan nan 0.001476 0.000904 nan nan nan nan nan nan
2812.500000 nan nan nan nan nan nan nan nan nan nan nan nan 0.001430 0.000945 nan nan nan nan nan nan
2820.312500 nan nan nan nan nan nan nan nan nan nan nan nan 0.001384 0.000986 nan nan nan nan nan nan
2828.125000 nan nan nan nan nan nan nan nan nan nan nan nan 0.001338 0.001026 nan nan nan nan nan nan
2835.937500 nan nan nan nan nan nan nan nan nan nan nan nan 0.001292 0.001067 nan nan nan nan nan nan
2843.750000 nan nan nan nan nan nan nan nan nan nan nan nan 0.001247 0.001108 nan nan nan nan nan nan
2851.562500 nan nan nan nan nan nan nan nan nan nan nan nan 0.001201 0.001149 nan nan nan nan nan nan
2859.375000 nan nan nan nan nan nan nan nan nan nan nan nan 0.001155 0.001189 nan nan nan nan nan nan
2867.187500 nan nan nan nan nan nan nan nan nan nan nan nan 0.001109 0.001230 nan nan nan nan nan nan
2875.000000 nan nan nan nan nan nan nan nan nan nan nan nan 0.001063 0.001271 nan nan nan nan nan nan
2882.812500 nan nan nan nan nan nan nan nan nan nan nan nan 0.001017 0.001311 nan nan nan nan nan nan
2890.625000 nan nan nan nan nan nan nan nan nan nan nan nan 0.000971 0.001352 nan nan nan nan nan nan
2898.437500 nan nan nan nan nan nan nan nan nan nan nan nan 0.000925 0.001393 nan nan nan nan nan nan
2906.250000 nan nan nan nan nan nan nan nan nan nan nan nan 0.000879 0.001434 nan nan nan nan nan nan
2914.062500 nan nan nan nan nan nan nan nan nan nan nan nan 0.000833 0.001474 nan nan nan nan nan nan
2921.875000 nan nan nan nan nan nan nan nan nan nan nan nan 0.000787 0.001515 nan nan nan nan nan nan
2929.687500 nan nan nan nan nan nan nan nan nan nan nan nan 0.000742 0.001556 nan nan nan nan nan nan
2937.500000 nan nan nan nan nan nan nan nan nan nan nan nan 0.000696 0.001596 nan nan nan nan nan nan
2945.312500 nan nan nan nan nan nan nan nan nan nan nan nan 0.000650 0.001637 nan nan nan nan nan nan
2953.125000 nan nan nan nan nan nan nan nan nan nan nan nan 0.000604 0.001678 nan nan nan nan nan nan
2960.937500 nan nan nan nan nan nan nan nan nan nan nan nan 0.000558 0.001719 nan nan nan nan nan nan
2968.750000 nan nan nan nan nan nan nan nan nan nan nan nan 0.000512 0.001759 nan nan nan nan nan nan
2976.562500 nan nan nan nan nan nan nan nan nan nan nan nan 0.000466 0.001800 nan nan nan nan nan nan
2984.375000 nan nan nan nan nan nan nan nan nan nan nan nan 0.000420 0.001841 nan nan nan nan nan nan
2992.187500 nan nan nan nan nan nan nan nan nan nan nan nan 0.000374 0.001881 nan nan nan nan nan nan
3000.000000 nan nan nan nan nan nan nan nan nan nan nan nan 0.000328 0.001922 nan nan nan nan nan nan
3007.812500 nan nan nan nan nan nan nan nan nan nan nan nan 0.000282 0.001963 nan nan nan nan nan nan
3015.625000 nan nan nan nan nan nan nan nan nan nan nan nan 0.000237 0.002004 nan nan nan nan nan nan
3023.437500 nan nan nan nan nan nan nan nan nan nan nan nan 0.000191 0.002044 nan nan nan nan nan nan
3031.250000 nan nan nan nan nan nan nan nan nan nan nan nan 0.000145 0.002085 nan nan nan nan nan nan
3039.062500 nan nan nan nan nan nan nan nan nan nan nan nan 0.000099 0.002126 nan nan nan nan nan nan
3046.875000 nan nan nan nan nan nan nan nan nan nan nan nan 0.000053 0.002166 nan nan nan nan nan nan
3054.687500 nan nan nan nan nan nan nan nan nan nan nan nan 0.000007 0.002207 0.000000 nan nan nan nan nan
3062.500000 nan nan nan nan nan nan nan nan nan nan nan nan 0.000000 0.002183 0.000027 nan nan nan nan nan
3070.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.002147 0.000059 nan nan nan nan nan
3078.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.002111 0.000091 nan nan nan nan nan
3085.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.002075 0.000123 nan nan nan nan nan
3093.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.002038 0.000155 nan nan nan nan nan
3101.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.002002 0.000187 nan nan nan nan nan
3109.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001966 0.000219 nan nan nan nan nan
3117.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001930 0.000251 nan nan nan nan nan
3125.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001894 0.000283 nan nan nan nan nan
3132.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001858 0.000315 nan nan nan nan nan
3140.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001822 0.000347 nan nan nan nan nan
3148.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001786 0.000379 nan nan nan nan nan
3156.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001750 0.000411 nan nan nan nan nan
3164.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001713 0.000443 nan nan nan nan nan
3171.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001677 0.000476 nan nan nan nan nan
3179.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001641 0.000508 nan nan nan nan nan
3187.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001605 0.000540 nan nan nan nan nan
3195.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001569 0.000572 nan nan nan nan nan
3203.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001533 0.000604 nan nan nan nan nan
3210.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001497 0.000636 nan nan nan nan nan
3218.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001461 0.000668 nan nan nan nan nan
3226.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001425 0.000700 nan nan nan nan nan
3234.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001388 0.000732 nan nan nan nan nan
3242.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001352 0.000764 nan nan nan nan nan
3250.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001316 0.000796 nan nan nan nan nan
3257.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001280 0.000828 nan nan nan nan nan
3265.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001244 0.000860 nan nan nan nan nan
3273.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001208 0.000892 nan nan nan nan nan
3281.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001172 0.000924 nan nan nan nan nan
3289.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001136 0.000956 nan nan nan nan nan
3296.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001100 0.000988 nan nan nan nan nan
3304.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001063 0.001020 nan nan nan nan nan
3312.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001027 0.001052 nan nan nan nan nan
3320.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000991 0.001084 nan nan nan nan nan
3328.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000955 0.001116 nan nan nan nan nan
3335.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000919 0.001148 nan nan nan nan nan
3343.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000883 0.001180 nan nan nan nan nan
3351.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000847 0.001212 nan nan nan nan nan
3359.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000811 0.001244 nan nan nan nan nan
3367.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000775 0.001276 nan nan nan nan nan
3375.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000738 0.001308 nan nan nan nan nan
3382.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000702 0.001340 nan nan nan nan nan
3390.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000666 0.001372 nan nan nan nan nan
3398.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000630 0.001404 nan nan nan nan nan
3406.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000594 0.001436 nan nan nan nan nan
3414.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000558 0.001468 nan nan nan nan nan
3421.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000522 0.001500 nan nan nan nan nan
3429.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000486 0.001532 nan nan nan nan nan
3437.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000450 0.001564 nan nan nan nan nan
3445.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000413 0.001596 nan nan nan nan nan
3453.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000377 0.001629 nan nan nan nan nan
3460.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000341 0.001661 nan nan nan nan nan
3468.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000305 0.001693 nan nan nan nan nan
3476.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000269 0.001725 nan nan nan nan nan
3484.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000233 0.001757 nan nan nan nan nan
3492.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000197 0.001789 nan nan nan nan nan
3500.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000161 0.001821 nan nan nan nan nan
3507.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000124 0.001853 nan nan nan nan nan
3515.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000088 0.001885 nan nan nan nan nan
3523.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000052 0.001917 nan nan nan nan nan
3531.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000016 0.001949 0.000000 nan nan nan nan
3539.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000000 0.001947 0.000014 nan nan nan nan
3546.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001919 0.000039 nan nan nan nan
3554.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001891 0.000064 nan nan nan nan
3562.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001862 0.000089 nan nan nan nan
3570.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001834 0.000115 nan nan nan nan
3578.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001805 0.000140 nan nan nan nan
3585.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001777 0.000165 nan nan nan nan
3593.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001749 0.000190 nan nan nan nan
3601.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001720 0.000215 nan nan nan nan
3609.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001692 0.000241 nan nan nan nan
3617.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001663 0.000266 nan nan nan nan
3625.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001635 0.000291 nan nan nan nan
3632.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001607 0.000316 nan nan nan nan
3640.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001578 0.000341 nan nan nan nan
3648.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001550 0.000367 nan nan nan nan
3656.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001521 0.000392 nan nan nan nan
3664.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001493 0.000417 nan nan nan nan
3671.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001465 0.000442 nan nan nan nan
3679.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001436 0.000467 nan nan nan nan
3687.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001408 0.000493 nan nan nan nan
3695.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001379 0.000518 nan nan nan nan
3703.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001351 0.000543 nan nan nan nan
3710.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001323 0.000568 nan nan nan nan
3718.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001294 0.000593 nan nan nan nan
3726.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001266 0.000619 nan nan nan nan
3734.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001237 0.000644 nan nan nan nan
3742.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001209 0.000669 nan nan nan nan
3750.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001180 0.000694 nan nan nan nan
3757.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001152 0.000719 nan nan nan nan
3765.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001124 0.000745 nan nan nan nan
3773.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001095 0.000770 nan nan nan nan
3781.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001067 0.000795 nan nan nan nan
3789.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001038 0.000820 nan nan nan nan
3796.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001010 0.000845 nan nan nan nan
3804.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000982 0.000871 nan nan nan nan
3812.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000953 0.000896 nan nan nan nan
3820.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000925 0.000921 nan nan nan nan
3828.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000896 0.000946 nan nan nan nan
3835.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000868 0.000971 nan nan nan nan
3843.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000840 0.000996 nan nan nan nan
3851.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000811 0.001022 nan nan nan nan
3859.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000783 0.001047 nan nan nan nan
3867.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000754 0.001072 nan nan nan nan
3875.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000726 0.001097 nan nan nan nan
3882.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000698 0.001122 nan nan nan nan
3890.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000669 0.001148 nan nan nan nan
3898.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000641 0.001173 nan nan nan nan
3906.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000612 0.001198 nan nan nan nan
3914.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000584 0.001223 nan nan nan nan
3921.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000556 0.001248 nan nan nan nan
3929.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000527 0.001274 nan nan nan nan
3937.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000499 0.001299 nan nan nan nan
3945.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000470 0.001324 nan nan nan nan
3953.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000442 0.001349 nan nan nan nan
3960.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000414 0.001374 nan nan nan nan
3968.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000385 0.001400 nan nan nan nan
3976.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000357 0.001425 nan nan nan nan
3984.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000328 0.001450 nan nan nan nan
3992.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000300 0.001475 nan nan nan nan
